ID;CODIGO DE LA ENTIDAD;CODIGO UBIGEO INEI;CODIGO PAIS ;NOMBRE DE LA UO;Fecha;CO (ug/m3);H2S (ug/m3);NO2 (ug/m3);O3 (ug/m3);PM10 (ug/m3);PM2.5 (ug/m3);SO2 (ug/m3);Ruido (dB);UV;Humedad (%);Latitud;Longitud;Presion (hPa);Temperatura (C)
593;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/10/2020 23:00;648.84;8.20;28.37;11.52;2.57;1.41;18.56;91.64;0.00;92.64;-12.07;-77.08;100460.37;16.55
594;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 00:00;406.35;3.56;27.40;1.94;2.50;1.50;18.13;85.36;0.00;93.23;-12.07;-77.08;100400.15;16.59
595;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 01:00;337.61;2.75;26.84;7.16;3.49;1.64;17.59;77.96;0.00;93.67;-12.07;-77.08;100315.44;16.48
596;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 02:00;111.86;0.09;25.92;19.53;2.67;1.32;15.06;79.22;0.00;96.75;-12.07;-77.08;100259.84;15.80
597;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 03:00;125.28;0.07;25.93;2.42;2.61;1.38;16.54;71.01;0.00;96.95;-12.07;-77.08;100211.16;15.92
598;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 04:00;123.00;0.10;26.07;9.93;3.78;1.66;16.04;72.67;0.00;96.81;-12.07;-77.08;100214.55;15.95
599;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 05:00;168.99;0.57;26.86;9.91;5.19;3.43;16.01;76.72;0.00;98.30;-12.07;-77.08;100226.67;15.78
600;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 06:00;312.35;4.87;27.79;6.62;6.02;3.88;18.48;96.97;0.01;98.36;-12.07;-77.08;100269.19;15.89
601;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 07:00;838.02;24.74;31.26;3.97;6.16;4.22;27.12;106.31;0.20;96.81;-12.07;-77.08;100295.35;16.53
602;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 08:00;838.99;21.30;27.27;6.32;6.08;4.24;25.25;109.83;0.45;94.30;-12.07;-77.08;100384.43;16.74
603;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 09:00;837.97;15.74;27.01;15.00;5.25;3.73;23.43;109.19;0.67;96.71;-12.07;-77.08;100485.17;16.16
604;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 10:00;904.49;18.38;24.19;14.27;3.92;3.27;24.68;108.13;1.06;94.02;-12.07;-77.08;100497.44;16.77
605;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 11:00;971.81;19.90;21.22;12.65;3.07;2.55;25.05;113.04;1.52;90.09;-12.07;-77.08;100458.84;17.65
606;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 12:00;1004.03;17.64;20.39;20.90;2.66;2.16;22.40;113.80;1.75;88.53;-12.07;-77.08;100384.56;17.97
607;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 13:00;933.21;12.26;21.55;31.06;2.17;1.88;22.30;115.13;2.47;86.70;-12.07;-77.08;100315.00;18.21
608;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 14:00;956.64;15.74;20.41;4.67;1.33;0.99;27.94;115.31;3.58;88.25;-12.07;-77.08;100267.90;17.87
609;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 15:00;1075.05;17.54;18.35;4.33;1.17;0.89;28.70;118.71;4.19;84.08;-12.07;-77.08;100211.51;18.75
610;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 16:00;943.23;13.97;19.85;10.96;1.25;0.92;26.34;118.36;3.46;83.62;-12.07;-77.08;100186.43;18.78
611;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 17:00;1367.48;22.48;26.22;22.50;1.94;1.22;22.64;113.68;1.25;84.20;-12.07;-77.08;100164.19;18.66
612;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 18:00;1642.92;24.46;30.96;35.52;2.21;1.35;23.27;112.18;0.34;85.77;-12.07;-77.08;100212.09;18.20
613;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 19:00;1463.98;20.46;33.28;34.32;2.21;1.36;21.53;109.77;0.00;89.55;-12.07;-77.08;100284.83;17.43
614;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 20:00;1199.10;17.95;32.37;29.93;2.10;1.38;20.75;110.86;0.00;90.53;-12.07;-77.08;100335.73;17.14
615;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 21:00;1071.60;16.87;31.88;22.74;2.86;1.95;21.02;112.22;0.00;91.81;-12.07;-77.08;100383.63;16.94
616;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 22:00;1110.50;17.25;31.04;22.31;2.49;1.51;20.96;104.97;0.00;91.92;-12.07;-77.08;100423.89;16.89
617;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/10/2020 23:00;733.05;9.65;29.11;15.94;2.35;1.36;19.14;104.52;0.00;92.64;-12.07;-77.08;100476.05;16.70
618;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 00:00;336.81;1.60;25.98;18.21;2.56;1.26;16.42;83.72;0.00;93.27;-12.07;-77.08;100434.88;16.44
619;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 01:00;201.17;0.03;25.70;19.57;2.96;1.37;15.48;86.42;0.00;94.95;-12.07;-77.08;100371.30;16.13
620;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 02:00;160.26;0.00;25.60;18.80;3.00;1.42;15.02;76.94;0.00;95.86;-12.07;-77.08;100310.74;15.95
621;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 03:00;177.98;0.05;25.65;14.67;3.68;1.57;15.31;76.27;0.00;96.06;-12.07;-77.08;100272.34;15.94
622;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 04:00;167.46;0.02;25.87;17.95;3.41;1.55;14.97;79.56;0.00;97.00;-12.07;-77.08;100243.64;15.78
623;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 05:00;155.93;0.03;25.67;17.89;2.69;1.38;15.10;90.60;0.00;98.15;-12.07;-77.08;100263.97;15.63
624;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 06:00;292.05;2.84;26.78;8.23;2.69;1.44;17.50;97.29;0.01;97.64;-12.07;-77.08;100298.12;15.88
625;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 07:00;730.48;18.91;30.54;11.56;2.62;1.48;24.93;107.12;0.20;96.51;-12.07;-77.08;100366.92;16.13
626;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 08:00;1020.55;25.87;27.20;2.92;2.61;1.56;27.11;109.24;0.48;92.04;-12.07;-77.08;100426.98;17.02
627;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 09:00;986.39;20.60;25.13;8.41;2.54;1.67;25.28;109.24;0.79;91.65;-12.07;-77.08;100481.46;17.08
628;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 10:00;939.02;15.63;24.39;11.33;2.41;1.54;24.67;110.22;1.01;92.62;-12.07;-77.08;100488.00;16.91
629;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 11:00;926.45;13.52;24.11;14.11;2.52;1.61;24.07;110.81;1.18;94.47;-12.07;-77.08;100477.33;16.72
630;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 12:00;1260.43;27.03;21.71;1.16;1.38;1.02;31.47;110.90;1.86;88.29;-12.07;-77.08;100432.17;17.95
631;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 13:00;1080.39;18.90;18.48;3.05;1.25;0.99;29.20;113.87;2.22;88.43;-12.07;-77.08;100387.31;17.81
632;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 14:00;938.46;14.76;19.55;4.86;1.36;1.03;25.83;114.99;2.45;88.40;-12.07;-77.08;100326.00;17.84
633;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 15:00;932.06;10.91;22.95;10.92;1.43;1.03;24.45;120.42;2.42;88.74;-12.07;-77.08;100268.41;17.76
634;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 16:00;1127.82;16.11;25.51;7.85;1.58;1.01;25.01;119.36;1.68;88.41;-12.07;-77.08;100238.54;17.91
635;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 17:00;1159.55;17.77;28.30;14.13;1.52;0.94;22.37;115.68;0.49;86.87;-12.07;-77.08;100247.09;18.00
636;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 18:00;1253.70;16.38;29.84;17.74;1.46;0.94;22.08;117.27;0.17;87.93;-12.07;-77.08;100296.88;17.56
637;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 19:00;1194.82;17.45;30.98;16.52;1.52;0.94;22.85;112.84;0.00;89.09;-12.07;-77.08;100364.14;17.25
638;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 20:00;1064.50;15.92;29.66;10.98;1.35;0.88;23.00;111.65;0.00;89.39;-12.07;-77.08;100459.15;17.14
639;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 21:00;1053.99;16.57;29.46;9.25;1.34;0.87;23.42;110.49;0.00;89.09;-12.07;-77.08;100524.94;17.11
640;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 22:00;963.86;14.59;29.99;9.38;2.22;1.53;21.82;105.17;0.00;89.23;-12.07;-77.08;100560.61;17.06
641;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/10/2020 23:00;834.74;11.77;29.28;6.53;2.76;1.83;21.09;104.51;0.00;90.74;-12.07;-77.08;100568.67;16.80
642;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 00:00;304.17;0.38;26.55;5.70;2.58;1.57;17.84;91.44;0.00;91.97;-12.07;-77.08;100544.42;16.54
643;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 01:00;238.54;0.27;25.69;6.44;2.62;1.69;16.95;92.93;0.00;91.87;-12.07;-77.08;100501.50;16.44
644;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 02:00;195.05;0.01;25.59;10.82;2.25;1.44;16.14;91.45;0.00;92.73;-12.07;-77.08;100478.57;16.26
645;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 03:00;182.66;0.01;25.24;8.96;2.04;1.36;16.38;83.57;0.00;93.35;-12.07;-77.08;100445.28;16.24
646;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 04:00;128.93;0.01;25.09;13.68;2.01;1.10;15.59;87.60;0.00;94.91;-12.07;-77.08;100427.35;16.10
647;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 05:00;220.05;0.33;26.11;8.72;2.15;1.50;16.11;83.91;0.00;94.37;-12.07;-77.08;100441.30;16.06
648;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 06:00;376.42;6.10;27.96;4.51;2.30;1.76;19.78;98.63;0.00;93.44;-12.07;-77.08;100465.11;16.25
649;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 07:00;667.32;14.91;29.54;9.68;2.45;1.73;23.71;107.80;0.15;93.96;-12.07;-77.08;100500.50;16.35
650;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 08:00;868.72;18.59;27.74;2.86;3.13;2.30;26.22;107.22;0.47;93.63;-12.07;-77.08;100543.33;16.58
651;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 09:00;854.53;19.33;24.15;0.96;3.17;2.44;27.14;109.48;0.78;90.15;-12.07;-77.08;100549.73;17.44
652;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 10:00;953.18;19.65;22.18;6.16;2.08;1.66;25.30;113.88;0.97;88.11;-12.07;-77.08;100532.21;17.94
653;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 11:00;1023.63;16.51;21.67;10.91;2.02;1.61;26.07;116.43;1.50;89.19;-12.07;-77.08;100502.21;17.62
654;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 12:00;1029.67;16.55;22.06;4.29;1.44;1.09;26.30;112.31;1.49;89.70;-12.07;-77.08;52363.79;17.49
655;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 13:00;937.65;14.00;22.33;7.93;1.09;0.88;27.85;119.96;2.16;89.54;-12.07;-77.08;1003.64;17.64
656;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 14:00;851.46;12.48;22.09;3.77;1.32;1.00;26.54;121.79;2.59;89.22;-12.07;-77.08;1002.81;17.88
657;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 15:00;1085.39;19.52;21.78;2.70;1.65;1.13;29.27;118.95;2.66;85.07;-12.07;-77.08;1002.17;18.83
658;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 16:00;1027.59;20.67;19.30;4.57;1.45;1.05;29.35;120.37;3.37;83.41;-12.07;-77.08;1001.95;19.06
659;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 17:00;1316.04;16.06;27.73;27.94;1.94;1.26;22.10;118.97;0.56;87.35;-12.07;-77.08;1002.14;17.93
660;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 18:00;1218.15;14.31;31.40;21.91;2.10;1.38;22.48;117.45;0.11;89.62;-12.07;-77.08;1002.64;17.48
661;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 19:00;1055.33;14.77;31.17;22.21;2.03;1.38;21.18;116.24;0.00;90.71;-12.07;-77.08;1003.46;17.16
662;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 20:00;973.63;13.80;29.93;19.79;2.04;1.38;21.59;117.05;0.00;90.77;-12.07;-77.08;1004.28;17.00
663;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 21:00;866.22;11.86;28.85;18.87;2.00;1.36;20.38;114.07;0.00;90.29;-12.07;-77.08;1004.91;16.94
664;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 22:00;738.93;8.53;28.05;21.05;2.16;1.44;18.47;113.00;0.00;90.54;-12.07;-77.08;1005.29;16.85
665;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/10/2020 23:00;671.37;7.09;28.22;16.80;2.91;2.08;18.16;106.71;0.00;91.34;-12.07;-77.08;1005.27;16.75
666;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 00:00;359.93;0.89;26.87;14.25;3.09;2.09;16.50;101.49;0.00;91.62;-12.07;-77.08;1004.68;16.65
667;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 01:00;239.48;0.10;26.64;14.43;3.50;2.32;16.06;92.62;0.00;92.53;-12.07;-77.08;1003.90;16.43
668;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 02:00;159.77;0.03;25.75;22.56;2.64;1.75;14.55;94.64;0.00;94.17;-12.07;-77.08;1003.26;16.08
669;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 03:00;156.61;0.15;26.26;15.98;3.33;2.41;15.47;89.43;0.00;94.70;-12.07;-77.08;1002.86;16.01
670;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 04:00;295.36;1.72;26.55;4.34;4.29;3.35;17.05;83.35;0.00;94.49;-12.07;-77.08;1002.80;16.14
671;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 05:00;306.11;0.86;26.53;3.71;3.89;2.93;17.02;82.92;0.00;93.54;-12.07;-77.08;1003.03;16.26
672;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 06:00;290.51;2.21;27.45;10.49;3.00;1.77;16.84;98.21;0.01;94.38;-12.07;-77.08;1003.68;16.14
673;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 07:00;899.18;21.96;31.75;7.89;4.46;2.80;25.82;105.17;0.18;94.19;-12.07;-77.08;1004.29;16.53
674;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 08:00;1498.51;45.80;29.95;2.35;5.74;4.33;36.06;108.95;0.41;90.91;-12.07;-77.08;1005.04;17.22
675;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 09:00;1520.54;37.29;25.71;0.04;4.18;3.12;34.70;107.68;0.83;88.15;-12.07;-77.08;1005.33;17.82
676;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 10:00;1275.40;30.67;20.69;0.99;3.32;2.73;31.63;110.50;1.06;85.19;-12.07;-77.08;1005.33;18.50
677;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 11:00;1437.36;27.95;23.88;9.29;2.98;2.36;25.98;113.49;0.83;83.47;-12.07;-77.08;1004.92;18.87
678;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 12:00;1179.59;19.19;22.81;17.71;1.50;1.12;25.07;119.30;1.25;85.38;-12.07;-77.08;1004.09;18.45
679;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 13:00;1416.69;26.87;17.72;2.40;1.14;0.88;34.46;113.94;2.34;82.49;-12.07;-77.08;1003.61;19.17
680;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 14:00;1117.31;15.44;19.72;21.36;1.26;0.97;26.31;116.82;2.19;85.22;-12.07;-77.08;1003.26;18.36
681;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 15:00;1004.02;8.25;24.02;19.63;1.61;1.18;23.38;116.10;1.57;88.23;-12.07;-77.08;1002.81;17.65
682;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 16:00;1020.47;13.17;24.81;7.20;1.60;1.15;28.19;119.26;2.37;87.92;-12.07;-77.08;1002.33;17.84
683;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 17:00;1172.45;19.98;25.09;8.56;1.62;1.10;25.49;118.93;1.48;86.11;-12.07;-77.08;1002.23;18.11
684;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 18:00;1384.86;17.81;30.62;17.17;1.66;1.12;23.87;115.85;0.26;87.86;-12.07;-77.08;1002.58;17.53
685;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 19:00;1196.81;14.70;31.92;14.28;1.74;1.13;22.33;117.43;0.00;89.18;-12.07;-77.08;1003.30;17.15
686;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 20:00;1117.73;15.53;31.06;12.11;1.66;1.10;22.55;118.94;0.00;89.26;-12.07;-77.08;1004.03;17.15
687;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 21:00;907.97;11.07;29.12;9.78;1.56;1.07;21.43;118.95;0.00;88.96;-12.07;-77.08;1004.49;17.15
688;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 22:00;831.10;9.69;28.23;9.28;1.53;1.02;21.01;116.20;0.00;89.08;-12.07;-77.08;1004.83;17.04
689;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/10/2020 23:00;620.20;5.37;27.73;9.02;1.85;1.29;19.15;113.77;0.00;90.01;-12.07;-77.08;1004.72;16.88
690;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 00:00;344.86;0.83;26.73;6.33;2.22;1.62;17.76;106.15;0.00;90.64;-12.07;-77.08;1004.29;16.80
691;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 01:00;308.67;0.29;26.66;5.86;2.99;2.14;18.03;91.40;0.00;92.36;-12.07;-77.08;1003.74;16.54
692;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 02:00;271.37;0.68;26.40;3.03;4.23;3.32;18.20;94.21;0.00;93.18;-12.07;-77.08;1002.80;16.42
693;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 03:00;251.23;0.35;26.27;5.50;4.30;3.05;17.28;80.10;0.00;94.25;-12.07;-77.08;1002.32;16.27
694;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 04:00;204.83;0.07;25.86;7.46;4.19;2.50;16.56;76.85;0.00;95.56;-12.07;-77.08;1002.30;16.13
695;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 05:00;168.68;0.03;26.27;13.53;4.54;2.77;16.02;84.05;0.00;97.13;-12.07;-77.08;1002.45;15.77
696;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 06:00;281.62;2.85;27.74;5.27;5.52;3.97;18.53;97.34;0.00;98.22;-12.07;-77.08;1003.00;15.63
697;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 07:00;746.45;18.10;30.43;6.58;6.12;4.01;26.06;107.39;0.10;98.51;-12.07;-77.08;1003.37;15.75
698;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 08:00;1066.38;24.92;30.00;5.77;5.35;3.61;27.42;108.94;0.33;97.90;-12.07;-77.08;1003.74;15.99
699;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 09:00;1365.23;28.46;27.42;1.65;4.71;3.72;31.99;106.67;0.76;95.60;-12.07;-77.08;1003.95;16.45
700;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 10:00;1509.47;33.35;23.39;5.08;3.84;3.12;31.88;110.94;1.11;89.75;-12.07;-77.08;1003.98;17.68
701;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 11:00;1273.35;22.57;23.02;10.14;2.84;2.13;27.99;113.27;1.28;91.04;-12.07;-77.08;1003.92;17.34
702;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 12:00;1161.32;21.46;21.15;6.65;1.60;1.16;30.93;116.43;1.63;89.11;-12.07;-77.08;1003.97;17.75
703;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 13:00;1440.84;24.13;24.23;10.07;1.73;1.13;28.28;113.17;1.20;90.81;-12.07;-77.08;1003.85;17.41
704;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 14:00;1688.01;29.81;26.29;9.89;1.93;1.20;30.72;110.36;0.88;90.78;-12.07;-77.08;1003.54;17.35
705;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 15:00;1560.04;25.61;26.88;12.34;1.57;1.02;28.49;110.36;0.80;90.96;-12.07;-77.08;1003.69;17.15
706;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 16:00;1186.36;18.68;26.69;17.20;1.68;1.07;24.91;109.71;0.58;91.83;-12.07;-77.08;1003.71;16.95
707;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 17:00;1417.95;22.66;28.53;14.15;1.89;1.14;25.77;110.88;0.37;91.01;-12.07;-77.08;1004.07;17.07
708;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 18:00;1739.96;30.45;30.74;10.81;2.34;1.32;28.58;110.64;0.09;90.74;-12.07;-77.08;1004.41;17.13
709;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 19:00;1506.78;23.67;30.20;1.96;1.99;1.16;26.74;112.06;0.00;89.85;-12.07;-77.08;1005.18;17.23
710;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 20:00;1350.81;19.39;28.95;1.96;1.70;1.14;26.23;109.81;0.00;88.90;-12.07;-77.08;1005.45;17.29
711;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 21:00;1321.10;17.49;28.75;0.83;2.03;1.32;26.34;112.31;0.00;87.70;-12.07;-77.08;1005.66;17.47
712;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 22:00;1116.04;13.95;27.92;1.11;1.60;0.98;24.22;110.67;0.00;87.70;-12.07;-77.08;1005.94;17.43
713;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/10/2020 23:00;900.79;9.08;27.07;1.67;1.75;1.18;22.69;108.13;0.00;88.25;-12.07;-77.08;1005.68;17.32
714;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 00:00;525.81;2.12;27.64;0.39;2.93;2.18;19.20;101.74;0.00;88.81;-12.07;-77.08;1005.01;17.24
715;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 01:00;437.13;1.39;28.43;0.90;4.17;3.14;19.51;103.38;0.00;89.92;-12.07;-77.08;1004.27;17.04
716;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 02:00;370.87;0.49;25.97;2.85;4.15;3.18;18.84;104.90;0.00;90.19;-12.07;-77.08;1003.90;16.92
717;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 03:00;381.40;1.15;26.89;1.03;5.49;4.70;19.56;96.90;0.00;90.45;-12.07;-77.08;1003.34;16.85
718;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 04:00;356.92;0.47;25.77;5.24;4.01;2.99;18.93;94.91;0.00;91.09;-12.07;-77.08;1003.29;16.73
719;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 05:00;369.28;0.64;25.48;17.03;2.80;1.51;17.21;98.77;0.00;92.57;-12.07;-77.08;1003.44;16.52
720;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 06:00;307.10;0.64;26.50;19.81;2.98;1.67;16.20;98.39;0.00;93.66;-12.07;-77.08;1003.86;16.33
721;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 07:00;439.44;4.71;28.58;19.42;2.35;1.41;18.97;108.42;0.11;94.98;-12.07;-77.08;1004.43;16.09
722;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 08:00;546.29;8.65;27.22;7.63;1.87;1.19;21.37;106.80;0.41;92.92;-12.07;-77.08;1004.90;16.36
723;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 09:00;756.08;12.93;25.95;5.00;1.96;1.29;24.28;110.79;0.68;92.34;-12.07;-77.08;1005.29;16.58
724;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 10:00;818.83;14.48;23.20;1.30;1.18;0.75;27.06;107.75;1.16;91.01;-12.07;-77.08;1005.27;17.02
725;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 11:00;989.67;19.15;21.61;4.80;1.19;0.90;26.07;112.36;1.04;90.94;-12.07;-77.08;1004.95;17.13
726;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 12:00;1114.47;18.42;20.65;2.21;1.17;0.88;32.53;113.76;2.10;88.07;-12.07;-77.08;1004.93;17.86
727;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 13:00;1219.03;22.00;18.42;17.30;2.43;2.10;27.82;115.57;2.12;87.18;-12.07;-77.08;1004.63;18.07
728;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 14:00;1330.14;16.74;22.92;30.86;3.23;2.83;24.47;117.33;1.51;88.04;-12.07;-77.08;1004.30;17.82
729;10069;150122;PE;Subgerencia de Desarrollo Ambiental;31/10/2020 15:00;1117.49;12.94;25.35;25.43;2.30;1.92;22.58;117.21;1.19;89.30;-12.07;-77.08;1004.03;17.55
