ID;CODIGO DE LA ENTIDAD;CODIGO UBIGEO INEI;CODIGO PAIS ;NOMBRE DE LA UO;Fecha;CO (ug/m3);H2S (ug/m3);NO2 (ug/m3);O3 (ug/m3);PM10 (ug/m3);PM2.5 (ug/m3);SO2 (ug/m3);Ruido (dB);UV;Humedad (%);Latitud;Longitud;Presion (hPa);Temperatura (C)
1;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 00:00;303.68;0.64;25.82;14.05;2.97;1.68;16.65;105.96;0.00;93.22;-12.07;-77.08;100462.33;16.54
2;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 01:00;245.62;0.11;24.93;11.79;2.65;1.52;16.38;99.84;0.00;93.77;-12.07;-77.08;100409.92;16.41
3;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 02:00;231.88;0.29;24.92;11.27;3.34;1.85;16.44;91.64;0.00;94.52;-12.07;-77.08;100366.21;16.24
4;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 03:00;197.13;0.07;24.70;12.57;4.46;2.06;15.85;81.43;0.00;95.72;-12.07;-77.08;100310.77;16.07
5;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 04:00;160.02;0.13;24.86;13.47;5.57;2.52;15.82;82.47;0.00;96.85;-12.07;-77.08;100248.66;15.94
6;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 05:00;157.80;0.11;25.01;13.30;6.14;2.73;15.50;90.21;0.00;97.86;-12.07;-77.08;100249.65;15.84
7;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 06:00;244.56;2.37;26.39;14.82;5.95;2.87;16.63;99.20;0.00;98.28;-12.07;-77.08;100306.75;15.80
8;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 07:00;428.20;8.02;28.76;12.18;5.29;3.46;19.58;107.90;0.04;98.10;-12.07;-77.08;100369.95;15.84
9;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 08:00;841.02;17.48;28.95;7.58;5.15;3.67;25.21;106.98;0.27;96.42;-12.07;-77.08;100418.51;16.12
10;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 09:00;1154.13;26.56;26.34;1.24;4.43;3.15;28.73;106.37;0.63;92.06;-12.07;-77.08;100468.14;16.82
11;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 10:00;1176.41;28.01;22.97;2.58;3.43;2.39;27.37;111.78;0.67;87.47;-12.07;-77.08;100460.41;17.98
12;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 11:00;1067.28;18.54;22.95;5.21;2.13;1.44;27.09;115.64;0.88;87.90;-12.07;-77.08;100424.45;17.70
13;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 12:00;911.19;17.89;19.95;1.94;1.68;1.22;29.56;115.32;1.74;88.48;-12.07;-77.08;100395.10;17.65
14;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 13:00;964.64;15.37;18.94;4.79;1.53;1.16;26.81;120.32;3.32;85.97;-12.07;-77.08;100351.71;18.13
15;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 14:00;797.18;12.29;21.24;12.28;1.43;1.09;25.00;124.21;3.50;87.00;-12.07;-77.08;100286.61;17.79
16;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 15:00;1062.90;17.27;22.64;3.26;1.75;1.19;27.62;120.81;2.27;85.29;-12.07;-77.08;100218.83;18.30
17;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 16:00;973.19;16.10;22.51;10.43;1.81;1.09;22.88;120.64;1.32;83.23;-12.07;-77.08;100159.02;18.59
18;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 17:00;1093.72;11.10;28.79;26.53;1.84;1.12;20.66;121.82;0.31;87.87;-12.07;-77.08;100141.67;17.49
19;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 18:00;1212.79;17.21;30.25;22.82;2.01;1.28;21.45;120.08;0.08;89.08;-12.07;-77.08;100172.59;17.26
20;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 19:00;1189.58;17.84;30.67;18.44;2.62;1.55;22.12;118.99;0.00;90.44;-12.07;-77.08;100201.61;17.06
21;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 20:00;1110.62;16.93;29.72;11.08;2.66;1.69;22.35;117.37;0.00;91.06;-12.07;-77.08;100243.72;16.99
22;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 21:00;945.99;14.75;28.73;8.69;2.23;1.46;22.19;114.62;0.00;91.84;-12.07;-77.08;100323.87;16.88
23;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 22:00;805.68;12.45;28.76;11.65;2.78;1.63;21.09;108.67;0.00;93.37;-12.07;-77.08;100391.92;16.72
24;10069;150122;PE;Subgerencia de Desarrollo Ambiental;1/10/2020 23:00;662.62;8.90;27.80;5.37;3.79;2.46;20.11;103.13;0.00;93.93;-12.07;-77.08;100380.72;16.61
25;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 00:00;396.16;2.68;26.37;6.09;4.82;2.79;17.76;99.89;0.00;94.87;-12.07;-77.08;100325.44;16.51
26;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 01:00;233.42;0.18;25.54;16.12;4.89;2.40;15.84;103.04;0.00;96.36;-12.07;-77.08;100280.26;16.07
27;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 02:00;240.73;0.78;26.61;16.05;5.37;2.48;15.87;94.16;0.00;98.12;-12.07;-77.08;100224.28;15.67
28;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 03:00;148.42;0.16;25.90;15.85;3.99;2.01;15.36;92.86;0.00;98.91;-12.07;-77.08;100202.81;15.49
29;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 04:00;135.71;0.23;25.44;9.87;4.11;2.49;15.94;80.86;0.00;99.05;-12.07;-77.08;100205.28;15.44
30;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 05:00;229.07;1.49;25.66;1.60;5.93;3.99;17.58;89.13;0.00;98.92;-12.07;-77.08;100189.54;15.61
31;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 06:00;216.67;2.45;26.11;13.98;3.79;2.03;16.98;100.46;0.00;98.02;-12.07;-77.08;100202.77;15.51
32;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 07:00;859.83;21.26;30.56;10.34;3.81;2.04;24.71;106.23;0.12;96.66;-12.07;-77.08;100269.66;15.98
33;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 08:00;1211.72;26.44;28.05;7.35;3.15;1.83;27.89;108.39;0.26;95.32;-12.07;-77.08;100343.70;16.21
34;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 09:00;1062.17;22.34;27.50;5.26;2.16;1.42;26.44;107.49;0.42;95.23;-12.07;-77.08;100455.90;16.37
35;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 10:00;1271.85;27.25;25.32;3.08;2.70;1.99;28.71;109.03;0.70;93.66;-12.07;-77.08;100484.88;16.72
36;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 11:00;1436.72;28.60;25.11;6.19;2.39;1.47;29.33;108.86;0.74;92.59;-12.07;-77.08;100488.38;16.80
37;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 12:00;1573.97;30.97;22.80;1.12;2.15;1.46;35.31;111.89;1.35;89.60;-12.07;-77.08;100445.01;17.45
38;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 13:00;1946.07;43.11;19.53;0.55;1.87;1.39;36.15;110.48;1.71;85.23;-12.07;-77.08;100371.22;18.48
39;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 14:00;1375.22;21.13;20.89;5.81;1.98;1.42;30.35;113.47;1.84;87.72;-12.07;-77.08;100301.39;17.96
40;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 15:00;1276.53;27.92;18.80;7.00;1.78;1.31;31.16;115.07;2.30;87.09;-12.07;-77.08;100256.29;18.11
41;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 16:00;1211.66;8.54;26.68;29.21;2.24;1.38;20.33;118.56;0.81;91.40;-12.07;-77.08;100257.15;17.04
42;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 17:00;1681.40;26.39;30.18;20.91;3.24;1.70;25.89;113.63;0.27;89.53;-12.07;-77.08;100267.01;17.29
43;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 18:00;1961.59;33.74;31.70;17.67;3.62;2.00;27.24;109.36;0.05;89.73;-12.07;-77.08;100307.17;17.26
44;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 19:00;1513.96;23.77;29.86;12.86;4.41;2.05;25.31;108.36;0.00;93.29;-12.07;-77.08;100345.43;16.71
45;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 20:00;1670.07;27.62;31.23;10.90;5.04;2.63;26.25;106.19;0.00;93.07;-12.07;-77.08;100400.30;16.85
46;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 21:00;1477.68;22.64;30.57;8.71;4.65;3.33;25.41;111.86;0.00;92.26;-12.07;-77.08;100463.89;16.93
47;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 22:00;1279.02;18.88;30.32;10.98;6.07;4.95;23.06;108.20;0.00;92.05;-12.07;-77.08;100489.29;16.89
48;10069;150122;PE;Subgerencia de Desarrollo Ambiental;2/10/2020 23:00;1110.70;13.69;29.76;6.84;7.98;5.84;22.00;105.31;0.00;93.98;-12.07;-77.08;100455.44;16.72
49;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 00:00;707.40;5.57;29.17;6.40;10.13;6.99;18.54;92.22;0.00;94.72;-12.07;-77.08;100387.36;16.61
50;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 01:00;477.23;1.88;25.78;12.21;9.53;5.95;17.37;100.19;0.00;96.76;-12.07;-77.08;100340.50;16.20
51;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 02:00;370.55;0.60;25.49;14.75;8.04;5.10;16.30;85.69;0.00;97.64;-12.07;-77.08;100302.71;16.02
52;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 03:00;430.34;1.70;26.16;11.92;8.34;5.55;16.81;83.29;0.00;97.65;-12.07;-77.08;100263.73;16.02
53;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 04:00;416.07;0.85;25.77;14.07;7.80;5.36;16.24;84.51;0.00;98.05;-12.07;-77.08;100190.90;15.84
54;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 05:00;404.01;1.06;26.53;16.23;8.68;5.91;15.86;90.54;0.00;99.17;-12.07;-77.08;100197.54;15.57
55;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 06:00;440.39;2.55;28.17;23.87;8.23;6.25;15.57;97.95;0.00;99.58;-12.07;-77.08;100239.60;15.34
56;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 07:00;549.38;6.39;29.92;35.46;8.55;5.46;16.29;103.57;0.05;99.60;-12.07;-77.08;100301.03;15.15
57;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 08:00;524.71;5.82;29.50;33.93;3.56;2.14;17.55;108.87;0.18;99.60;-12.07;-77.08;100411.17;15.04
58;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 09:00;660.14;9.30;28.80;21.03;2.39;1.38;20.39;107.33;0.42;99.60;-12.07;-77.08;100460.23;15.29
59;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 10:00;971.22;16.76;27.97;12.56;2.26;1.28;23.68;108.02;0.63;98.50;-12.07;-77.08;100434.60;15.77
60;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 11:00;969.21;16.58;22.56;11.49;2.07;1.40;23.21;110.83;1.12;93.05;-12.07;-77.08;100370.22;16.65
61;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 12:00;1145.20;18.13;21.83;16.76;2.24;1.58;22.38;109.97;1.10;92.02;-12.07;-77.08;100323.98;16.83
62;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 13:00;1510.74;19.63;25.81;27.97;3.27;2.18;25.08;114.64;0.67;95.03;-12.07;-77.08;100275.40;16.34
63;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 14:00;1270.10;15.96;25.26;22.53;2.88;2.06;22.85;113.07;0.93;91.91;-12.07;-77.08;100206.06;16.54
64;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 15:00;1233.47;17.76;25.14;22.76;3.20;2.05;20.96;112.60;0.61;90.28;-12.07;-77.08;100138.25;16.76
65;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 16:00;1262.23;13.85;27.74;30.24;3.57;2.49;19.41;111.87;0.34;90.29;-12.07;-77.08;100082.22;16.76
66;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 17:00;1285.62;16.06;28.71;29.88;3.91;2.30;20.65;109.21;0.25;90.81;-12.07;-77.08;100109.19;16.65
67;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 18:00;1622.68;23.01;29.54;38.10;4.19;2.67;21.32;108.37;0.06;91.51;-12.07;-77.08;100165.58;16.55
68;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 19:00;1590.63;21.06;31.19;39.53;4.16;2.83;20.52;109.06;0.00;91.72;-12.07;-77.08;100231.02;16.52
69;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 20:00;1619.68;22.05;30.68;37.50;4.08;2.66;21.32;110.46;0.00;92.01;-12.07;-77.08;100295.42;16.41
70;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 21:00;1330.04;16.86;30.39;38.39;3.87;2.67;19.51;109.06;0.00;94.33;-12.07;-77.08;100348.20;16.22
71;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 22:00;1291.19;17.16;31.20;28.26;3.77;2.04;21.13;106.62;0.00;97.18;-12.07;-77.08;100382.02;15.83
72;10069;150122;PE;Subgerencia de Desarrollo Ambiental;3/10/2020 23:00;982.67;12.03;28.92;18.85;3.92;1.87;19.52;105.28;0.00;96.21;-12.07;-77.08;100409.72;15.82
73;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 00:00;504.77;2.30;26.01;13.08;3.82;1.93;17.20;99.85;0.00;95.57;-12.07;-77.08;100419.77;15.85
74;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 01:00;303.47;0.39;24.34;7.46;6.53;2.34;16.97;79.86;0.00;95.45;-12.07;-77.08;100374.51;16.01
75;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 02:00;204.51;0.00;24.12;15.03;6.74;2.33;14.35;77.88;0.00;95.98;-12.07;-77.08;100301.01;15.79
76;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 03:00;191.85;0.01;24.18;18.09;5.24;2.56;13.73;79.66;0.00;95.89;-12.07;-77.08;100264.83;15.71
77;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 04:00;179.27;0.00;24.27;17.79;5.87;3.02;13.78;76.90;0.00;95.81;-12.07;-77.08;100244.52;15.71
78;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 05:00;153.51;0.02;24.12;23.12;5.29;2.14;13.65;95.47;0.00;94.95;-12.07;-77.08;100262.10;15.65
79;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 06:00;341.37;2.42;27.06;15.65;6.44;3.43;15.71;86.10;0.00;95.73;-12.07;-77.08;100324.59;15.66
80;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 07:00;431.80;3.73;27.95;16.92;8.28;4.43;16.66;94.40;0.06;97.10;-12.07;-77.08;100379.11;15.61
81;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 08:00;534.50;6.68;28.87;14.51;9.25;6.79;17.77;94.22;0.19;98.02;-12.07;-77.08;100453.59;15.60
82;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 09:00;605.65;8.35;27.82;15.49;8.82;6.46;18.24;100.31;0.31;97.91;-12.07;-77.08;100472.04;15.64
83;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 10:00;554.22;5.98;27.04;23.95;7.18;5.71;16.61;98.79;0.31;97.40;-12.07;-77.08;100479.28;15.66
84;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 11:00;518.36;4.14;27.45;30.83;7.41;4.86;15.96;102.19;0.39;98.17;-12.07;-77.08;100444.48;15.68
85;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 12:00;546.71;4.49;27.50;25.77;5.69;2.92;18.16;98.24;0.55;99.59;-12.07;-77.08;100402.90;15.61
86;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 13:00;957.27;20.73;21.59;10.82;4.77;3.46;23.86;101.18;0.97;92.70;-12.07;-77.08;100352.34;17.21
87;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 14:00;764.69;6.88;22.11;43.21;4.22;3.09;16.83;105.46;1.19;91.34;-12.07;-77.08;100305.27;16.86
88;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 15:00;806.49;11.26;21.91;26.97;3.32;2.16;18.90;109.19;1.01;91.01;-12.07;-77.08;100258.26;16.78
89;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 16:00;632.06;3.45;24.84;33.08;3.19;1.88;15.75;110.99;0.45;94.39;-12.07;-77.08;100246.91;15.94
90;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 17:00;765.61;5.97;27.18;46.71;4.61;2.76;16.08;102.66;0.21;93.37;-12.07;-77.08;100256.07;15.96
91;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 18:00;938.38;12.03;28.78;54.01;6.00;3.45;14.58;104.58;0.07;93.45;-12.07;-77.08;100251.56;16.05
92;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 19:00;675.21;5.52;28.10;54.83;7.18;3.97;13.22;102.53;0.00;96.37;-12.07;-77.08;100270.11;15.60
93;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 20:00;901.74;10.99;28.80;50.29;6.95;4.15;15.46;102.52;0.00;97.12;-12.07;-77.08;100307.04;15.52
94;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 21:00;748.65;8.60;28.24;47.19;6.27;4.09;14.72;98.92;0.00;98.38;-12.07;-77.08;100357.49;15.40
95;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 22:00;667.54;7.32;28.78;51.84;7.46;4.47;13.86;91.55;0.00;99.11;-12.07;-77.08;100431.91;15.40
96;10069;150122;PE;Subgerencia de Desarrollo Ambiental;4/10/2020 23:00;536.52;5.80;27.64;35.52;5.42;2.07;16.71;99.02;0.00;99.60;-12.07;-77.08;100482.57;15.19
97;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 00:00;139.86;0.21;26.49;27.84;5.20;1.73;13.71;75.80;0.00;99.60;-12.07;-77.08;100479.15;14.95
98;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 01:00;82.48;0.07;25.73;20.85;4.51;1.62;14.25;73.90;0.00;99.60;-12.07;-77.08;100451.80;14.96
99;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 02:00;45.22;0.02;25.35;19.85;4.41;1.61;14.27;93.73;0.00;99.60;-12.07;-77.08;100428.04;14.97
100;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 03:00;55.95;0.03;25.56;18.58;7.97;2.32;14.36;74.39;0.00;99.60;-12.07;-77.08;100392.78;14.97
101;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 04:00;99.72;0.07;25.45;14.34;5.62;2.82;14.39;84.84;0.00;99.60;-12.07;-77.08;100367.80;15.10
102;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 05:00;173.84;0.44;25.35;11.02;4.86;3.35;15.38;86.67;0.00;99.60;-12.07;-77.08;100388.20;15.20
103;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 06:00;249.48;1.77;26.49;10.75;4.31;3.10;15.76;95.53;0.00;98.83;-12.07;-77.08;100401.75;15.33
104;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 07:00;789.78;19.31;31.12;12.67;4.51;3.19;23.85;103.75;0.11;96.51;-12.07;-77.08;100447.59;15.73
105;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 08:00;927.51;19.10;29.83;6.83;2.74;1.68;22.44;106.20;0.34;90.97;-12.07;-77.08;100501.43;16.47
106;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 09:00;1436.99;31.82;28.08;4.92;2.59;1.53;28.91;109.16;0.63;84.59;-12.07;-77.08;100527.86;17.54
107;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 10:00;1157.73;22.13;23.04;1.19;2.11;1.21;26.31;109.40;0.94;76.13;-12.07;-77.08;100521.60;18.76
108;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 11:00;1727.21;40.32;23.04;10.08;2.77;1.54;32.63;108.27;1.11;77.42;-12.07;-77.08;100484.32;18.97
109;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 12:00;1716.13;31.87;23.42;6.23;2.86;1.53;31.65;108.27;1.49;76.15;-12.07;-77.08;100448.76;19.31
110;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 13:00;1770.47;36.99;20.33;10.04;2.21;1.33;31.58;109.19;1.70;77.84;-12.07;-77.08;100412.39;19.43
111;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 14:00;1857.14;32.45;21.15;10.70;1.92;1.16;31.48;108.46;1.68;75.22;-12.07;-77.08;100348.60;19.57
112;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 15:00;1521.25;26.30;21.61;9.94;1.59;0.99;28.82;111.34;2.16;75.51;-12.07;-77.08;100292.43;19.49
113;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 16:00;1789.73;35.32;22.88;25.23;1.34;0.76;29.86;109.92;1.86;78.25;-12.07;-77.08;100270.48;19.15
114;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 17:00;2131.28;37.11;29.78;46.60;1.71;0.92;26.27;108.36;0.78;83.54;-12.07;-77.08;100282.78;18.18
115;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 18:00;2604.68;45.31;34.50;51.82;1.93;0.98;29.92;107.22;0.13;89.37;-12.07;-77.08;100327.57;17.28
116;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 19:00;1820.02;30.45;33.56;39.53;1.73;0.89;25.87;108.32;0.00;92.49;-12.07;-77.08;100395.33;16.80
117;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 20:00;1793.14;31.46;32.70;29.04;1.80;0.98;25.70;107.58;0.00;94.13;-12.07;-77.08;100468.36;16.64
118;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 21:00;1312.38;20.68;29.99;32.87;1.53;1.02;20.77;108.00;0.00;92.20;-12.07;-77.08;100495.34;16.40
119;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 22:00;1123.36;15.56;29.53;38.17;2.18;1.37;19.50;103.05;0.00;94.05;-12.07;-77.08;100506.88;16.27
120;10069;150122;PE;Subgerencia de Desarrollo Ambiental;5/10/2020 23:00;618.00;4.55;27.57;33.69;2.96;1.76;16.82;97.74;0.00;97.35;-12.07;-77.08;100524.59;15.99
121;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 00:00;356.83;0.39;24.96;23.36;2.37;1.35;15.14;102.96;0.00;94.77;-12.07;-77.08;100513.22;16.09
122;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 01:00;312.42;0.02;25.05;29.36;3.38;1.61;13.77;85.48;0.00;94.53;-12.07;-77.08;100460.96;16.10
123;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 02:00;325.88;0.38;25.24;26.37;2.90;1.30;14.97;88.19;0.00;95.23;-12.07;-77.08;100404.23;15.91
124;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 03:00;262.22;0.06;25.72;26.85;3.22;1.53;14.28;83.99;0.00;96.79;-12.07;-77.08;100366.23;15.81
125;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 04:00;278.14;0.06;27.07;21.97;3.57;1.88;15.48;89.54;0.00;99.58;-12.07;-77.08;100338.78;15.56
126;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 05:00;240.20;0.12;26.14;11.99;3.42;2.05;15.77;83.10;0.00;98.93;-12.07;-77.08;100345.41;15.70
127;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 06:00;474.13;5.45;27.04;6.06;4.53;2.75;19.70;96.19;0.00;97.89;-12.07;-77.08;100381.12;15.94
128;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 07:00;1479.04;38.01;31.94;5.27;4.17;2.82;34.44;108.01;0.13;94.94;-12.07;-77.08;100418.01;16.64
129;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 08:00;1855.68;46.76;27.70;0.62;4.98;3.78;40.56;107.66;0.45;86.65;-12.07;-77.08;100444.12;18.35
130;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 09:00;1545.77;30.77;24.59;0.71;4.91;3.33;29.88;108.19;0.52;86.42;-12.07;-77.08;100462.48;18.57
131;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 10:00;1493.17;25.30;25.39;4.08;5.08;3.96;28.00;108.95;0.50;82.72;-12.07;-77.08;100444.30;19.28
132;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 11:00;1488.86;25.98;23.03;9.62;4.01;3.18;23.42;110.21;0.60;78.10;-12.07;-77.08;100424.73;19.78
133;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 12:00;1263.92;15.41;22.62;36.21;2.68;2.22;25.81;119.04;0.81;81.04;-12.07;-77.08;100422.45;19.20
134;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 13:00;1352.36;17.35;19.96;23.12;1.78;1.47;28.08;118.16;3.88;80.32;-12.07;-77.08;100424.25;19.61
135;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 14:00;1208.81;15.68;17.03;54.85;2.11;1.85;22.89;117.29;4.35;77.18;-12.07;-77.08;100399.21;19.74
136;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 15:00;1173.55;11.33;17.70;37.22;1.58;1.31;23.62;118.02;4.23;77.37;-12.07;-77.08;100352.89;19.62
137;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/10/2020 16:00;1251.52;13.16;22.01;38.39;1.45;1.13;24.22;118.48;2.76;84.55;-12.07;-77.08;100349.63;18.85
