Fecha;Hora;CO (ug/m3);H2S (ug/m3);NO2 (ug/m3);O3 (ug/m3);PM10 (ug/m3);PM2.5 (ug/m3);SO2 (ug/m3);Ruido (dB);UV;Humedad (%);Latitud;Longitud;Presion (Pa);Temperatura (C)
31/07/2020;02:00:00;0;0;85.28;0;36.11;10.28;7.2;74.55;0;94.27;-12.10972;-77.05194;100600.77;14.7
31/07/2020;03:00:00;0;0;86.71;0;31.28;9.48;7.19;71.17;0;94.77;-12.10972;-77.05194;100588.82;14.5
31/07/2020;04:00:00;0;0;84.75;0;26.46;9.16;7.19;65.45;0;94.97;-12.10972;-77.05194;100568.46;14.4
31/07/2020;05:00:00;0;0;85.17;0;30.2;10.12;7.2;73.64;0;94.91;-12.10972;-77.05194;100575.33;14.46
31/07/2020;06:00:00;0;0;91.51;0;29.33;10.35;7.2;91.54;0;94.1;-12.10972;-77.05194;100579.87;14.55
31/07/2020;07:00:00;28.07;0;117.57;0;27.79;11.03;7.33;95.38;0;93.88;-12.10972;-77.05194;100592.82;14.72
31/07/2020;08:00:00;102.19;0;113.23;0;29.74;11.86;7.39;100.14;0.14;92.84;-12.10972;-77.05194;100615.37;15.07
31/07/2020;09:00:00;0;0;95.07;0;25.29;9.58;7.34;95.56;0.53;90.88;-12.10972;-77.05194;100686.43;15.73
31/07/2020;10:00:00;0;0;82.02;0;25.15;9.96;7.55;99.63;0.98;87.56;-12.10972;-77.05194;100706.42;16.36
31/07/2020;11:00:00;0;0;55.28;0;25.72;11.62;7.94;100.92;1.81;81.44;-12.10972;-77.05194;100695.87;17.64
31/07/2020;12:00:00;0;0;63.96;0;25.63;9.16;7.93;99.89;1.56;80.09;-12.10972;-77.05194;100661.59;17.88
31/07/2020;13:00:00;0;0;52.47;0;22.43;7.6;8.08;100.59;1.89;76.88;-12.10972;-77.05194;100615.42;18.42
31/07/2020;14:00:00;0;0;49.59;0;21.48;7.43;8.1;100.42;2.06;77.16;-12.10972;-77.05194;100573.14;18.17
31/07/2020;15:00:00;0;0;54.61;0;22.95;7.27;8.06;103.76;1.38;75.01;-12.10972;-77.05194;100526.74;18.54
31/07/2020;16:00:00;0;0;66.63;0;19.1;6.86;7.88;100.32;0.72;78.16;-12.10972;-77.05194;100516.23;17.57
31/07/2020;17:00:00;0;0;108.9;0;24.5;8.7;7.56;99.48;0.32;82.74;-12.10972;-77.05194;100553.18;16.66
31/07/2020;18:00:00;0;0;132.01;0;28.39;10.48;7.23;98.67;0.04;85.82;-12.10972;-77.05194;100619.48;15.73
31/07/2020;19:00:00;0;0;125.54;0;28.12;10.24;7.16;92.53;0;88.56;-12.10972;-77.05194;100679.48;15.14
31/07/2020;20:00:00;0;0;115.68;0;30.67;9.76;7.19;95.36;0;90.65;-12.10972;-77.05194;100738.75;15.09
31/07/2020;21:00:00;0;0;107.15;0;26.18;8.55;7.21;91.26;0;90.54;-12.10972;-77.05194;100803.35;15.05
31/07/2020;22:00:00;0;0;103.69;0;26.48;9.08;7.19;101.48;0;90.06;-12.10972;-77.05194;100829.2;15
31/07/2020;23:00:00;0;0;95.45;0;28.5;9.8;7.2;80.53;0;90.69;-12.10972;-77.05194;100822.81;14.95
